date,open,high,low,close,volume,average,barCount,SMA_20,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2025-06-13 09:54:00-04:00,529.38,529.42,528.93,528.96,110249.0,529.136,719,529.561,42.15585619916636,,,
2025-06-13 09:55:00-04:00,528.96,529.34,528.74,529.32,169987.0,528.995,895,529.5550000000001,48.98036512830292,-0.09404194072999417,,
2025-06-13 09:56:00-04:00,529.31,529.32,528.88,528.99,92663.0,529.091,476,529.5465,43.870802671243034,-0.12237473880304606,,
2025-06-13 09:57:00-04:00,528.97,529.04,528.64,528.72,69409.0,528.879,440,529.509,40.177778721801694,-0.16471667759185493,,
2025-06-13 09:58:00-04:00,528.72,528.78,528.44,528.75,102210.0,528.627,644,529.45,40.77434484966613,-0.193620285730276,,
2025-06-13 09:59:00-04:00,528.72,528.83,528.51,528.67,70931.0,528.641,536,529.3779999999999,39.63914137818779,-0.22044083016089644,,
2025-06-13 10:00:00-04:00,528.88,529.81,528.83,529.1,189270.0,529.382,1210,529.3520000000001,48.0166375569575,-0.20463993670716718,,
2025-06-13 10:01:00-04:00,529.13,529.28,528.87,529.11,98724.0,529.061,740,529.3205,48.1967038612765,-0.18913051948038628,,
2025-06-13 10:02:00-04:00,529.11,529.16,528.62,528.89,126872.0,528.832,908,529.269,44.5412768981906,-0.19237379066191806,,
2025-06-13 10:03:00-04:00,528.89,529.38,528.87,529.18,92360.0,529.143,725,529.2450000000001,49.93193267689232,-0.16958861804744174,0.002736641720667232,-0.17232525976810897
2025-06-13 10:04:00-04:00,529.18,529.23,528.77,528.88,71977.0,528.979,546,529.198,45.05321727384903,-0.17373597718926703,-0.001128573936926447,-0.17260740325234059
2025-06-13 10:05:00-04:00,528.89,529.01,528.67,528.76,84934.0,528.834,708,529.1745,43.23354720033186,-0.18457808503899287,-0.00957654542932182,-0.17500153960967105
2025-06-13 10:06:00-04:00,528.72,529.33,528.66,529.17,76739.0,529.086,633,529.164,50.578220989541045,-0.15826260731398634,0.013391145836547769,-0.1716537531505341
2025-06-13 10:07:00-04:00,529.15,529.15,528.66,528.89,59527.0,528.932,393,529.1344999999999,46.18354483939596,-0.15817768764554785,0.010780852403989016,-0.16895854004953687
2025-06-13 10:08:00-04:00,528.84,529.04,528.73,528.73,31317.0,528.861,256,529.0965,43.83945061456401,-0.1690720931743499,-9.08424998504187e-05,-0.16898125067449948
2025-06-13 10:09:00-04:00,528.73,528.84,528.69,528.71,38060.0,528.775,312,529.0585,43.541948296012464,-0.17727629017633717,-0.006636031601470138,-0.17064025857486703
2025-06-13 10:10:00-04:00,528.72,528.76,527.87,527.87,149048.0,528.314,903,528.962,33.31584710768992,-0.24869238423571005,-0.0624417005286744,-0.18625068370703565
2025-06-13 10:11:00-04:00,527.89,528.04,527.71,527.95,117795.0,527.88,638,528.8845,34.88434177802275,-0.29542929685510444,-0.08734289051845501,-0.20808640633664943
2025-06-13 10:12:00-04:00,527.93,527.99,527.6,527.74,89785.0,527.753,541,528.789,32.709403089721306,-0.3454319572052782,-0.10987644069490299,-0.2355555165103752
2025-06-13 10:13:00-04:00,527.74,528.08,527.73,527.98,96235.0,527.926,537,528.7185000000001,37.504956075333745,-0.36152598503281297,-0.10077637481795021,-0.26074961021486276
2025-06-13 10:14:00-04:00,527.92,528.36,527.88,528.06,87510.0,528.135,635,528.6735,39.06387166071321,-0.3636335454671098,-0.08230714820179763,-0.28132639726531217
2025-06-13 10:15:00-04:00,528.06,528.09,527.74,527.96,102569.0,527.903,636,528.6054999999999,37.79475017476981,-0.3691180039786559,-0.07023328537067497,-0.29888471860798094
2025-06-13 10:16:00-04:00,527.92,527.97,527.7,527.75,81049.0,527.868,363,528.5435,35.20789591390193,-0.3859606081803122,-0.06966071165786497,-0.3162998965224472
2025-06-13 10:17:00-04:00,527.73,527.89,527.6,527.7,94801.0,527.756,487,528.4925000000001,34.600656139224334,-0.39874657320228835,-0.06595734134387288,-0.33278923185841547
2025-06-13 10:18:00-04:00,527.68,528.1,527.67,528.08,104267.0,527.984,587,528.4590000000001,42.69057989292707,-0.37390655635965686,-0.032893859600993114,-0.34101269675866375
2025-06-13 10:19:00-04:00,528.08,528.08,527.74,527.78,71212.0,527.855,514,528.4145000000001,38.628053436008464,-0.37411558525661803,-0.02648231079836344,-0.3476332744582546
2025-06-13 10:20:00-04:00,527.77,527.77,526.99,527.05,179612.0,527.275,1152,528.312,30.91793688414524,-0.4282495470961294,-0.06449301811029984,-0.36375652898582955
2025-06-13 10:21:00-04:00,527.03,527.29,526.74,527.2,167141.0,526.939,1031,528.2165,33.840110229262805,-0.4538160465759802,-0.07204761407212046,-0.3817684325038597
2025-06-13 10:22:00-04:00,527.2,527.23,526.91,527.06,78996.0,527.057,557,528.125,32.46000952122982,-0.4798431781164254,-0.07845979649005252,-0.4013833816263729
2025-06-13 10:23:00-04:00,527.06,527.68,526.97,527.6,120305.0,527.343,717,528.046,42.244202351197515,-0.45168958398869563,-0.040244961889858155,-0.4114446220988375
2025-06-13 10:24:00-04:00,527.62,527.8,527.22,527.27,81193.0,527.485,516,527.9655,38.5672535345551,-0.4508092514499822,-0.031491703480915734,-0.41931754796906645
2025-06-13 10:25:00-04:00,527.27,527.34,526.92,527.23,76059.0,527.12,538,527.889,38.13397883845753,-0.44817298804844086,-0.023084352063499514,-0.42508863598494134
2025-06-13 10:26:00-04:00,527.22,527.38,527.06,527.08,74827.0,527.191,629,527.7845,36.4789597400335,-0.4529659670009778,-0.022301864812829142,-0.43066410218814866
2025-06-13 10:27:00-04:00,527.08,527.25,526.75,526.95,74121.0,526.953,601,527.6875,35.058839235453604,-0.4619295149894924,-0.025012330241074965,-0.43691718474841745
2025-06-13 10:28:00-04:00,526.93,526.94,526.15,526.33,222113.0,526.529,1663,527.5674999999999,29.21697990295335,-0.5131467732143165,-0.060983670772719156,-0.4521631024415973
2025-06-13 10:29:00-04:00,526.28,526.51,526.14,526.37,92407.0,526.329,687,527.4505,30.027076055653268,-0.5442355450632022,-0.07365795409728387,-0.4705775909659183
2025-06-13 10:30:00-04:00,526.36,526.59,526.24,526.38,116307.0,526.445,801,527.376,30.242020421815408,-0.5615930096734019,-0.07281233496598682,-0.48878067470741504
2025-06-13 10:31:00-04:00,526.38,526.69,526.23,526.64,145673.0,526.493,1054,527.3105,35.76678452011773,-0.5480515017791276,-0.04741666165737002,-0.5006348401217576
2025-06-13 10:32:00-04:00,526.65,527.11,526.55,527.07,117956.0,526.879,745,527.277,43.70734837588969,-0.49689446281036,0.0029923018491181397,-0.4998867646594781
2025-06-13 10:33:00-04:00,527.09,527.48,527.08,527.31,220051.0,527.255,1311,527.2434999999999,47.600875292683114,-0.43200624751796113,0.05430441371321365,-0.4863106612311748
2025-06-13 10:34:00-04:00,527.31,527.45,527.23,527.26,71664.0,527.354,551,527.2035,46.87349379997817,-0.38023335807213243,0.08486184252723389,-0.4650952005993663
2025-06-13 10:35:00-04:00,527.29,527.61,527.15,527.54,147592.0,527.445,945,527.1825000000001,51.356268395389264,-0.3130012269328972,0.12167517893317531,-0.43467640586607253
2025-06-13 10:36:00-04:00,527.53,527.69,527.27,527.68,70701.0,527.492,561,527.179,53.47034242061545,-0.24559142359657926,0.15126798581559464,-0.3968594094121739
2025-06-13 10:37:00-04:00,527.63,528.23,527.59,528.2,129101.0,527.954,893,527.204,60.36120706247396,-0.14849723097017886,0.19868974275359608,-0.34718697372377494
2025-06-13 10:38:00-04:00,528.24,528.32,528.04,528.22,98680.0,528.226,699,527.211,60.602875383124186,-0.06913856459937051,0.22243872729952358,-0.2915772918988941
2025-06-13 10:39:00-04:00,528.2,528.59,528.2,528.48,79221.0,528.479,584,527.246,63.70115194533885,0.014565673321840222,0.24491437217658746,-0.23034869885474724
2025-06-13 10:40:00-04:00,528.49,528.77,528.36,528.62,96256.0,528.574,746,527.3245,65.28429798377928,0.09114801729640476,0.2571973729209216,-0.16604935562451684
2025-06-13 10:41:00-04:00,528.63,528.9,528.52,528.81,84732.0,528.703,503,527.405,67.36460420727794,0.16526640055508324,0.26505260494368005,-0.09978620438859682
2025-06-13 10:42:00-04:00,528.8,529.26,528.65,528.67,167395.0,528.96,1079,527.4855,64.30674851736147,0.21028488999650108,0.2480568755080783,-0.03777198551157724
2025-06-13 10:43:00-04:00,528.67,528.72,528.4,528.56,77096.0,528.564,532,527.5335,61.928141989775526,0.2343844485047839,0.21772514721308892,0.01665930129169499
2025-06-13 10:44:00-04:00,528.54,528.57,528.27,528.3,56851.0,528.423,449,527.585,56.59919213446359,0.22985408040153743,0.17055582328787394,0.05929825711366348
2025-06-13 10:45:00-04:00,528.31,528.43,528.16,528.35,90972.0,528.321,683,527.641,57.35910059469029,0.22767383097141192,0.13470045908619874,0.09297337188521318
2025-06-13 10:46:00-04:00,528.33,528.75,528.28,528.43,112852.0,528.545,669,527.7085,58.607880208591915,0.2297528511502378,0.1094235834120197,0.1203292677382181
2025-06-13 10:47:00-04:00,528.42,528.55,528.22,528.27,67111.0,528.386,461,527.7745,55.13039548500504,0.21599991424022846,0.07653651720160828,0.13946339703862018
2025-06-13 10:48:00-04:00,528.29,528.3,527.92,527.97,70785.0,528.077,447,527.8565000000001,49.231893716573865,0.1788316598037909,0.031494610212136565,0.14733704959165433
2025-06-13 10:49:00-04:00,527.95,528.07,527.75,528.0,65772.0,527.885,491,527.938,49.81019057892372,0.1500664272988388,0.0021835021657475584,0.14788292513309123
2025-06-13 10:50:00-04:00,527.95,528.13,527.82,527.98,32695.0,527.953,266,528.018,49.40614139561443,0.12422396391400525,-0.018927168975268777,0.14315113288927403
2025-06-13 10:51:00-04:00,528.0,528.23,527.96,528.2,47807.0,528.131,374,528.096,53.84165231327299,0.12011121950820325,-0.01843193070485663,0.13854315021305988
2025-06-13 10:52:00-04:00,528.2,528.65,528.18,528.63,56708.0,528.442,392,528.174,61.03248269878377,0.14982218933823788,0.009023231300142404,0.14079895803809547
2025-06-13 10:53:00-04:00,528.63,529.16,528.58,529.16,134800.0,528.879,701,528.2665,67.70966761530424,0.21367184160578745,0.058298306854153575,0.15537353475163387
2025-06-13 10:54:00-04:00,529.16,529.43,528.99,529.24,181036.0,529.244,1235,528.3655,68.58471284444128,0.26764325758051655,0.08981577826310613,0.17782747931741041
2025-06-13 10:55:00-04:00,529.22,529.79,529.18,529.59,212641.0,529.529,1239,528.468,72.14164945402845,0.3347987173034426,0.12557699038882572,0.20922172691461685
2025-06-13 10:56:00-04:00,529.59,529.68,529.24,529.32,162518.0,529.388,935,528.55,65.93925306507947,0.3620595621882785,0.1222702682189293,0.2397892939693492
2025-06-13 10:57:00-04:00,529.33,529.42,529.06,529.13,111167.0,529.23,796,528.5965,61.90577991906425,0.36413504393919993,0.0994765999758806,0.26465844396331933
2025-06-13 10:58:00-04:00,529.11,529.2,528.94,529.0,160395.0,529.094,860,528.6355000000001,59.23588327221902,0.35124107614933564,0.06926610574881303,0.2819749704005226
2025-06-13 10:59:00-04:00,528.99,529.29,528.98,529.17,43040.0,529.168,330,528.67,61.57000666959717,0.3506974708877806,0.05497800038980638,0.2957194704979742
2025-06-13 11:00:00-04:00,529.17,529.3,529.0,529.05,63608.0,529.156,492,528.6915,59.00181090777728,0.336702367382145,0.032786317507336626,0.30391604987480836
2025-06-13 11:01:00-04:00,529.05,529.16,529.02,529.09,28669.0,529.092,242,528.7055,59.606639534285435,0.325091361873433,0.016940249598899726,0.3081511122745333
2025-06-13 11:02:00-04:00,529.11,529.46,529.11,529.46,46580.0,529.294,380,528.7450000000001,64.78218873768276,0.3418053448865521,0.02692338608961503,0.3148819587969371
2025-06-13 11:03:00-04:00,529.41,529.42,529.26,529.34,43989.0,529.354,311,528.784,62.00725163142977,0.3414324786444922,0.021240415878044094,0.3201920627664481
2025-06-13 11:04:00-04:00,529.36,529.4,529.15,529.32,53707.0,529.276,355,528.835,61.53415786943897,0.3356539369602842,0.01236949935506887,0.32328443760521536
2025-06-13 11:05:00-04:00,529.32,529.7,529.26,529.7,56295.0,529.512,390,528.9024999999999,66.72834330168963,0.35761486370961393,0.027464340883518845,0.3301505228260951
2025-06-13 11:06:00-04:00,529.7,529.72,529.28,529.37,64933.0,529.536,506,528.9495,59.2463268042617,0.3444205486133569,0.011416020629809454,0.33300452798354746
2025-06-13 11:07:00-04:00,529.35,529.65,529.35,529.59,43202.0,529.545,332,529.0155000000001,62.28261711537964,0.34770795930876375,0.011762745060172997,0.33594521424859075
2025-06-13 11:08:00-04:00,529.6,529.67,529.52,529.52,35640.0,529.594,247,529.0930000000001,60.73217550215385,0.34073703652825316,0.003833457823729902,0.33690357870452325
2025-06-13 11:09:00-04:00,529.52,529.65,529.46,529.49,33001.0,529.546,267,529.1675,60.04232660638819,0.32899928179665494,-0.006323437526294662,0.3353227193229496
2025-06-13 11:10:00-04:00,529.47,529.53,529.01,529.03,110914.0,529.269,520,529.22,50.55910732639885,0.2793585989522853,-0.044771296296531427,0.32412989524881675
2025-06-13 11:11:00-04:00,529.05,529.3,529.05,529.18,30822.0,529.185,215,529.269,53.15722607078807,0.24924856425718644,-0.059905064793304263,0.3091536290504907
2025-06-13 11:12:00-04:00,529.23,529.43,529.16,529.38,68532.0,529.327,544,529.3065,56.44381892936462,0.23877205770952514,-0.05630525707277245,0.2950773147822976
2025-06-13 11:13:00-04:00,529.37,529.71,529.32,529.71,84689.0,529.535,668,529.3340000000001,61.27213295697471,0.25416770576816816,-0.03272768721130359,0.28689539297947175
2025-06-13 11:14:00-04:00,529.71,529.79,529.58,529.65,55556.0,529.689,407,529.3545,59.97045059654089,0.2585470003352839,-0.02267871411535033,0.2812257144506342
2025-06-13 11:15:00-04:00,529.68,529.92,529.56,529.69,67622.0,529.778,522,529.3595,60.571821155670584,0.26222255020604734,-0.015202531395669516,0.27742508160171686
2025-06-13 11:16:00-04:00,529.68,529.79,529.56,529.72,55157.0,529.682,390,529.3795,61.04451078150989,0.26450712574330737,-0.010334364686727604,0.274841490430035
2025-06-13 11:17:00-04:00,529.73,529.74,529.43,529.47,57014.0,529.58,424,529.3965000000001,55.114707361580884,0.24333968919006566,-0.025201440991975466,0.2685411301820411
2025-06-13 11:18:00-04:00,529.46,529.6,529.28,529.56,70530.0,529.445,405,529.4245,56.74374015929335,0.23116190056066444,-0.029903383697101382,0.2610652842577658
2025-06-13 11:19:00-04:00,529.57,529.76,529.51,529.75,37176.0,529.616,292,529.4535,60.04088063328923,0.23414326957674803,-0.021537611744814222,0.25568088132156225
2025-06-13 11:20:00-04:00,529.76,529.89,529.63,529.73,66472.0,529.785,444,529.4875,59.526529000546105,0.23221535903871882,-0.018772417826274757,0.2509877768649936
2025-06-13 11:21:00-04:00,529.72,529.9,529.63,529.9,33602.0,529.782,269,529.528,62.46959454715812,0.2416198125027904,-0.007494371489762536,0.24911418399255295
2025-06-13 11:22:00-04:00,529.86,530.67,529.82,530.64,204480.0,530.259,1434,529.587,72.01054118137023,0.30526581094329686,0.044921301560595095,0.26034450938270176
2025-06-13 11:23:00-04:00,530.64,530.74,530.25,530.34,169952.0,530.439,1037,529.637,64.81657327818122,0.3277204728445895,0.053900770769510165,0.27381970207507933
2025-06-13 11:24:00-04:00,530.35,530.43,530.06,530.09,90797.0,530.266,629,529.6755,59.48355835632291,0.3216354304840934,0.038252582727211215,0.28338284775688216
2025-06-13 11:25:00-04:00,530.09,530.12,529.88,530.04,64727.0,529.986,419,529.6925,58.447773908715135,0.30921398213342854,0.020664907501237062,0.2885490746321915
2025-06-13 11:26:00-04:00,530.06,530.14,529.93,530.14,41762.0,530.049,278,529.731,59.949847792601496,0.3039354800680485,0.012309124348685585,0.2916263557193629
2025-06-13 11:27:00-04:00,530.12,530.45,530.07,530.36,71792.0,530.285,433,529.7695,63.10936345830573,0.31388610688213703,0.017807800930219275,0.29607830595191775
2025-06-13 11:28:00-04:00,530.36,530.45,530.24,530.26,37933.0,530.348,309,529.8064999999999,60.76288417314211,0.31012792439310033,0.011239694752946061,0.29888822964015427
2025-06-13 11:29:00-04:00,530.28,530.52,530.23,530.51,58541.0,530.378,346,529.8575,64.33323832322186,0.3235922780054352,0.01976323869222474,0.3038290393132105
2025-06-13 11:30:00-04:00,530.5,530.67,530.46,530.48,87853.0,530.574,603,529.9300000000001,63.58551939842622,0.328060449319878,0.019385128005333985,0.308675321314544
2025-06-13 11:31:00-04:00,530.47,530.69,530.41,530.62,60848.0,530.525,450,530.0020000000001,65.59514063368188,0.33899066389028576,0.024252274060593382,0.3147383898296924
2025-06-13 11:32:00-04:00,530.63,530.83,530.51,530.51,104143.0,530.67,635,530.0585,62.668697478404646,0.33491615207071845,0.016142209792820827,0.3187739422778976
2025-06-13 11:33:00-04:00,530.52,530.62,530.52,530.58,40133.0,530.568,261,530.1020000000001,63.77621916963163,0.3334912080289314,0.011773812600826994,0.3217173954281044
2025-06-13 11:34:00-04:00,530.58,530.64,530.36,530.56,74914.0,530.478,545,530.1475,63.19930916858145,0.3269788876766597,0.004209193798844213,0.3227696938778155
2025-06-13 11:35:00-04:00,530.58,530.63,530.18,530.25,79267.0,530.297,532,530.1755,54.90836166350305,0.2934210425269157,-0.02347892108071986,0.31689996360763556
2025-06-13 11:36:00-04:00,530.26,530.48,530.23,530.42,68751.0,530.333,427,530.2105,58.150655738511595,0.27734670752317925,-0.031642604867565094,0.30898931239074434
2025-06-13 11:37:00-04:00,530.41,530.49,530.26,530.36,49300.0,530.376,355,530.255,56.60366417363671,0.25680588428645024,-0.041746742483435295,0.29855262676988553
2025-06-13 11:38:00-04:00,530.37,530.58,530.37,530.48,32288.0,530.502,195,530.301,58.955479389512604,0.24735873349652593,-0.04095511461868767,0.2883138481152136
2025-06-13 11:39:00-04:00,530.49,530.6,530.38,530.48,26696.0,530.488,196,530.3375,58.95547938951259,0.23713821668388846,-0.040940505145060146,0.2780787218289486
2025-06-13 11:40:00-04:00,530.49,530.52,530.24,530.37,54633.0,530.397,396,530.3695,55.743832678679844,0.2176533306719648,-0.04834031292558705,0.26599364359755184
2025-06-13 11:41:00-04:00,530.37,530.69,530.36,530.67,38772.0,530.509,212,530.4080000000001,61.848093583324506,0.22383863843276686,-0.03372400413182802,0.2575626425645949
2025-06-13 11:42:00-04:00,530.68,530.88,530.67,530.83,51200.0,530.785,320,530.4175,64.64867614780127,0.23889734236581717,-0.01493224015902217,0.25382958252483934
2025-06-13 11:43:00-04:00,530.84,530.87,530.79,530.85,34118.0,530.841,185,530.443,64.99458530555134,0.2495684369872606,-0.0034089164300629693,0.2529773534173236
2025-06-13 11:44:00-04:00,530.86,530.92,530.75,530.77,47153.0,530.849,280,530.477,62.365843957960664,0.24870313007249933,-0.003419378675859397,0.25212250874835873
2025-06-13 11:45:00-04:00,530.77,530.98,530.71,530.96,47769.0,530.808,335,530.523,65.8940145734455,0.26034765451163366,0.006580116610619913,0.25376753790101375
2025-06-13 11:46:00-04:00,530.96,531.09,530.87,531.06,66226.0,531.0,434,530.569,67.61486901721972,0.27448114055926,0.016570882126596964,0.257910258432663
2025-06-13 11:47:00-04:00,531.07,531.28,530.96,531.26,96749.0,531.123,628,530.614,70.78932828200361,0.298380810362346,0.03237644154374636,0.2660043688185996
2025-06-13 11:48:00-04:00,531.25,531.28,531.14,531.17,71423.0,531.223,384,530.6595,67.57911563138215,0.30652578459137203,0.032417132618217936,0.2741086519731541
2025-06-13 11:49:00-04:00,531.18,531.23,531.04,531.16,50991.0,531.15,347,530.692,67.21438652418111,0.3086162825247811,0.027606104441301627,0.2810101780834795
2025-06-13 11:50:00-04:00,531.18,531.33,531.17,531.32,79175.0,531.269,477,530.734,70.00389362073972,0.3195006751218443,0.03079239763069186,0.28870827749115247
2025-06-13 11:51:00-04:00,531.33,531.53,531.21,531.51,58364.0,531.371,362,530.7785,72.94743965564399,0.3395439949615593,0.04066857397632545,0.29887542098523384
2025-06-13 11:52:00-04:00,531.5,531.55,531.35,531.43,101314.0,531.448,728,530.8245,69.83980446099712,0.34499623705858085,0.0368966528586776,0.30809958419990324
2025-06-13 11:53:00-04:00,531.45,531.53,531.38,531.43,38583.0,531.439,234,530.867,69.8398044609971,0.3453363556581053,0.029789417166561583,0.3155469384915437
2025-06-13 11:54:00-04:00,531.43,531.59,531.42,531.52,32475.0,531.516,220,530.915,71.42792564446061,0.34884686047928426,0.026639937590192453,0.3222069228890918
2025-06-13 11:55:00-04:00,531.52,531.52,531.1,531.12,83348.0,531.315,560,530.9585,57.04970737358444,0.31571296128811355,-0.005195169280782619,0.32090813056889617
2025-06-13 11:56:00-04:00,531.12,531.2,530.88,531.02,101702.0,531.069,656,530.9885,54.11682890896763,0.27817827717785804,-0.034183882712830516,0.31236215989068855
2025-06-13 11:57:00-04:00,531.03,531.4,531.0,531.37,91730.0,531.204,712,531.039,61.564577853834386,0.27352086624046024,-0.03107303492018265,0.3045939011606429
2025-06-13 11:58:00-04:00,531.39,531.41,531.19,531.29,129387.0,531.326,720,531.0795,59.199233828080445,0.26037308426680283,-0.035376653515072076,0.2957497377818749
2025-06-13 11:59:00-04:00,531.28,531.46,531.27,531.37,36019.0,531.38,276,531.124,60.82033030933444,0.2534866672302769,-0.03381045644127839,0.2872971236715553
2025-06-13 12:00:00-04:00,531.36,531.44,531.18,531.18,78836.0,531.346,442,531.1645,55.2097870656126,0.2300458941421084,-0.0458009836235575,0.2758468777656659
2025-06-13 12:01:00-04:00,531.19,531.2,530.97,531.05,55296.0,531.077,331,531.1834999999999,51.695908518834685,0.19868864007992215,-0.06172659014859505,0.2604152302285172
2025-06-13 12:02:00-04:00,531.09,531.38,531.04,531.24,68610.0,531.206,407,531.204,56.09423216207727,0.18701342803603893,-0.05872144175398264,0.24573486979002157
2025-06-13 12:03:00-04:00,531.23,531.32,531.21,531.22,50736.0,531.272,279,531.2225000000001,55.5211422871605,0.17413953338007104,-0.05727626912796044,0.23141580250803148
2025-06-13 12:04:00-04:00,531.22,531.28,531.05,531.06,50685.0,531.183,308,531.237,51.02954420622495,0.14930511980776373,-0.06568854616021422,0.21499366596797795
2025-06-13 12:05:00-04:00,531.08,531.15,530.96,531.1,69355.0,531.083,308,531.2439999999999,52.07340776595476,0.1313373585210229,-0.06692504595756404,0.19826240447858695
2025-06-13 12:06:00-04:00,531.09,531.31,531.06,531.29,37028.0,531.227,212,531.2555,56.78553515708504,0.1309200257918519,-0.05387390294938804,0.18479392874123995
2025-06-13 12:07:00-04:00,531.31,531.39,531.22,531.39,59492.0,531.275,318,531.262,59.066658427105544,0.13707829757618128,-0.038172504932046936,0.17525080250822822
2025-06-13 12:08:00-04:00,531.38,531.49,531.25,531.36,32817.0,531.361,221,531.2715,58.07622804165749,0.13794784615276967,-0.029842365084366856,0.16779021123713653
2025-06-13 12:09:00-04:00,531.35,531.43,531.31,531.39,25249.0,531.366,202,531.283,58.81985328880017,0.13945022357154357,-0.022671990132474368,0.16212221370401794
2025-06-13 12:10:00-04:00,531.39,531.52,531.39,531.45,36947.0,531.451,231,531.2895,60.33520575830641,0.14382444834609487,-0.014638212286338464,0.15846266063243333
2025-06-13 12:11:00-04:00,531.45,531.66,531.44,531.5,58897.0,531.548,443,531.289,61.60321966915105,0.1496011264646313,-0.007089227334241638,0.15669035379887294
2025-06-13 12:12:00-04:00,531.52,531.66,531.51,531.55,48409.0,531.587,335,531.295,62.88112391610869,0.15641076172596513,-0.00022367365832626218,0.1566344353842914
2025-06-13 12:13:00-04:00,531.59,531.72,531.59,531.72,30238.0,531.663,198,531.3095000000001,66.91314333224217,0.17352474078575142,0.013512244321168015,0.1600124964645834
2025-06-13 12:14:00-04:00,531.72,531.85,531.63,531.64,46310.0,531.746,291,531.3154999999999,63.42180342065773,0.17857387263268265,0.014849100934479387,0.16372477169820326
2025-06-13 12:15:00-04:00,531.65,531.66,531.36,531.45,65718.0,531.496,421,531.332,55.95449667196489,0.16533802011815624,0.0012905987359623783,0.16404742138219386
2025-06-13 12:16:00-04:00,531.44,531.8,531.44,531.79,35504.0,531.632,233,531.3705,64.10018233804837,0.18020636336041207,0.012927153582574569,0.1672792097778375
2025-06-13 12:17:00-04:00,531.8,531.82,531.68,531.71,28921.0,531.742,208,531.3875,61.230778945122736,0.1834199500789282,0.012912592240872545,0.17050735783805565
2025-06-13 12:18:00-04:00,531.72,531.87,531.71,531.77,35618.0,531.794,255,531.4114999999999,62.58359980533151,0.18863378639593975,0.014501142846307269,0.17413264354963248
2025-06-13 12:19:00-04:00,531.8,531.81,531.63,531.64,34801.0,531.709,221,531.425,57.87169804888097,0.18019865773942456,0.004852811351833658,0.1753458463875909
2025-06-13 12:20:00-04:00,531.65,531.65,531.33,531.33,64549.0,531.504,401,531.4325,48.49525791741544,0.14680704802003675,-0.02283103869404332,0.16963808671408007
2025-06-13 12:21:00-04:00,531.34,531.64,531.26,531.52,62092.0,531.428,367,531.456,53.471147060091,0.13412921079816442,-0.028407100732732532,0.16253631153089695
2025-06-13 12:22:00-04:00,531.56,531.69,531.52,531.57,54796.0,531.617,368,531.4725000000001,54.71113094751728,0.1266564983217222,-0.02870385056733979,0.155360348889062
